golfer_url_name,golfer_url,golfer_parent_url,phone_number,club_url,full_address,street_number,street_name,suburb,postal_code,state,country,latitude,longitude
mount-beauty-golf-club,https://golfer.com.au/directory/golf-courses/mount-beauty-golf-club/2/000811,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=72&show_no_listings_when_zero_near_me=true&state=Every+State,(03) 5754 4002,http://www.mtbeauty.com/golf/,"Tawonga Cres, Mount Beauty VIC 3699, Australia",N/A,Tawonga Crescent,Mount Beauty,3699,VIC,Australia,-36.7424955,147.1732402
mount-compass-golf-club,https://golfer.com.au/directory/golf-courses/mount-compass-golf-club/2/001219,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=72&show_no_listings_when_zero_near_me=true&state=Every+State,(08) 8556 8500,https://mcgc.com.au/,"George Francis Dr, Mount Compass SA 5210, Australia",N/A,George Francis Drive,Mount Compass,5210,SA,Australia,-35.3549907,138.6070358
mount-coolum-golf-club,https://golfer.com.au/directory/golf-courses/mount-coolum-golf-club/2/001605,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=72&show_no_listings_when_zero_near_me=true&state=Every+State,(07) 5446 3125,https://www.mtcoolumgolf.com/,"17 Lumeah Dr, Mount Coolum QLD 4573, Australia",17,Lumeah Drive,Mount Coolum,4573,QLD,Australia,-26.5685392,153.0826036
mount-gambier-golf-club,https://golfer.com.au/directory/golf-courses/mount-gambier-golf-club/2/001261,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=72&show_no_listings_when_zero_near_me=true&state=Every+State,(08) 8725 7739,http://www.mtgambiergc.com.au/,"Attamurra Rd, Mount Gambier SA 5290, Australia",N/A,Attamurra Road,Mount Gambier,5290,SA,Australia,-37.8240721,140.8185857
mount-isa-golf-club,https://golfer.com.au/directory/golf-courses/mount-isa-golf-club/2/001607,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=72&show_no_listings_when_zero_near_me=true&state=Every+State,(07) 4743 2371,http://www.mountisagolfclub.com,"Powerhouse Rd, Mount Isa QLD 4825, Australia",N/A,Powerhouse Road,Mount Isa,4825,QLD,Australia,-20.7598654,139.4883385
mount-lawley-golf-club,https://golfer.com.au/directory/golf-courses/mount-lawley-golf-club/2/001119,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=72&show_no_listings_when_zero_near_me=true&state=Every+State,(08) 9271 9622,http://www.mlgc.org/cms/,"1 Walter Rd W, Inglewood WA 6052, Australia",1,Walter Road West,Inglewood,6052,WA,Australia,-31.9147083,115.8755582
mount-macedon-golf-club,https://golfer.com.au/directory/golf-courses/mount-macedon-golf-club/2/000813,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=72&show_no_listings_when_zero_near_me=true&state=Every+State,03 54261650,http://mtmacedongolfclub.com.au,"282 Mount Macedon Rd, Macedon VIC 3440, Australia",282,Mount Macedon Road,Macedon,3440,VIC,Australia,-37.4323615,144.5813438
mount-osmond-golf-club,https://golfer.com.au/directory/golf-courses/mount-osmond-golf-club/2/001263,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=72&show_no_listings_when_zero_near_me=true&state=Every+State,(08) 8379 1673,http://www.mogc.com.au/,"60 Mount Osmond Rd, Mount Osmond SA 5064, Australia",60,Mount Osmond Road,Mount Osmond,5064,SA,Australia,-34.9637333,138.6633282
mount-pleasant-district-golf-club,https://golfer.com.au/directory/golf-courses/mount-pleasant-district-golf-club/2/001264,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=72&show_no_listings_when_zero_near_me=true&state=Every+State,(08) 8568 2652,http://mtpleasantgolfclub.com.au/,"Springton Rd, Cromer SA 5235, Australia",N/A,Springton Road,Cromer,5235,SA,Australia,-34.6948488,139.0160388
mount-warren-park-golf-club,https://golfer.com.au/directory/golf-courses/mount-warren-park-golf-club/2/001630,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=72&show_no_listings_when_zero_near_me=true&state=Every+State,(07) 3287 1951,https://www.mtwarrenparkgolf.com.au/,"13 Bardyn Halliday Dr, Mount Warren Park QLD 4207, Australia",13,Bardyn Halliday Drive,Mount Warren Park,4207,QLD,Australia,-27.7328366,153.2141705
mount-xavier-golf-club,https://golfer.com.au/directory/golf-courses/mount-xavier-golf-club/2/000815,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=73&show_no_listings_when_zero_near_me=true&state=Every+State,(03) 5331 3691,https://www.mtxaviergolfclub.com/,"Fortune St, Lucas VIC 3350, Australia",N/A,Fortune Street,Lucas,3350,VIC,Australia,-37.5604779,143.9018494
mountain-view-golf-club,https://golfer.com.au/directory/golf-courses/mountain-view-golf-club/2/001122,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=73&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,https://www.facebook.com/Mountain-View-Golf-Club-1387701164875667/,"East Rd, Tom Price WA 6751, Australia",N/A,East Road,Tom Price,6751,WA,Australia,-22.6964103,117.7998623
mt-broughton-golf-and-country-club,https://golfer.com.au/directory/golf-courses/mt-broughton-golf-and-country-club/2/000505,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=73&show_no_listings_when_zero_near_me=true&state=Every+State,04868 3200,http://www.mtbroughton.com.au/,"Kater Rd, Sutton Forest NSW 2577, Australia",N/A,Kater Road,Sutton Forest,2577,NSW,Australia,-34.5717506,150.3479107
mt-derrimut-golf-club,https://golfer.com.au/directory/golf-courses/mt-derrimut-golf-club/2/000969,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=73&show_no_listings_when_zero_near_me=true&state=Every+State,(03) 9363 1691,https://mtderrimut.com.au/,"475 Mt Derrimut Rd, Derrimut VIC 3026, Australia",475,Mount Derrimut Road,Derrimut,3026,VIC,Australia,-37.7951296,144.7782844
mt-martha-golf-club,https://golfer.com.au/directory/golf-courses/mt-martha-golf-club/2/000816,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=73&show_no_listings_when_zero_near_me=true&state=Every+State,(03) 5974 2266,http://mtmarthapublicgc.com.au/,"275 Forest Dr, Mount Martha VIC 3934, Australia",275,Forest Drive,Mount Martha,3934,VIC,Australia,-38.2888723,145.0184323
mt-maunganui-golf-club,https://golfer.com.au/directory/golf-courses/mt-maunganui-golf-club/2/005726,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=73&show_no_listings_when_zero_near_me=true&state=Every+State,(07) 572 7044,https://www.mountgolf.co.nz/,"15 Fairway Avenue, Mount Maunganui 3116, New Zealand",15,Fairway Avenue,Mount Maunganui,3116,Bay of Plenty,New Zealand,-37.6626787,176.213288
mt-morgan-golf-club,https://golfer.com.au/directory/golf-courses/mt-morgan-golf-club/2/001608,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=73&show_no_listings_when_zero_near_me=true&state=Every+State,(07) 4938 1220,http://www.mountmorgan.org.au/sport-and-recreation,"Burnett Hwy, Mount Morgan QLD, Australia",N/A,Burnett Highway,Mount Morgan,N/A,QLD,Australia,-23.6377137,150.3877195
mt-nessing-golf-club,https://golfer.com.au/directory/golf-courses/mt-nessing-golf-club/2/005727,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=73&show_no_listings_when_zero_near_me=true&state=Every+State,03 685 5806,https://www.facebook.com/Mt-Nessing-Golf-Club-178850448938203/,"Mount Nessing Road, Albury 7984, New Zealand",N/A,Mount Nessing Road,Albury,7984,Canterbury,New Zealand,-44.2688726,170.778782
mudgee-golf-club,https://golfer.com.au/directory/golf-courses/mudgee-golf-club/2/000506,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=73&show_no_listings_when_zero_near_me=true&state=Every+State,(02) 6372 2686,http://www.mudgeegolfclub.com.au/,"21 Robertson St, Mudgee NSW 2850, Australia",21,Robertson Street,Mudgee,2850,NSW,Australia,-32.6054286,149.5936315
mukinbudin-golf-club,https://golfer.com.au/directory/golf-courses/mukinbudin-golf-club/2/001123,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=74&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,N/A,"27 Shadbolt St, Mukinbudin WA 6479, Australia",27,Shadbolt Street,Mukinbudin,6479,WA,Australia,-30.9148606,118.2068364
mullumbimby-golf-club,https://golfer.com.au/directory/golf-courses/mullumbimby-golf-club/2/000508,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=74&show_no_listings_when_zero_near_me=true&state=Every+State,02 6684 2273,https://www.facebook.com/mullumgolf,"Jubilee Ave, Mullumbimby NSW 2482, Australia",N/A,Jubilee Avenue,Mullumbimby,2482,NSW,Australia,-28.557689,153.4967891
mundaring-golf-club,https://golfer.com.au/directory/golf-courses/mundaring-golf-club/2/001125,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=74&show_no_listings_when_zero_near_me=true&state=Every+State,0407-986-781,http://www.mundaringsportingclub.com.au/site/index.cfm?fuseaction=display_main&OrgID=16639,"665 Coolgardie St, Mundaring WA 6073, Australia",665,Coolgardie Street,Mundaring,6073,WA,Australia,-31.9113265,116.1658994
murchison-golf-club,https://golfer.com.au/directory/golf-courses/murchison-golf-club/2/000819,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=74&show_no_listings_when_zero_near_me=true&state=Every+State,(03) 5826 2473,https://www.facebook.com/Murchison-Golf-Club-420184931707233/,"Goulburn Valley Hwy, Victoria, Australia",N/A,Goulburn Valley Highway,N/A,N/A,VIC,Australia,-36.4997186,145.388362
murdoch-pines-golf-recreation-park,https://golfer.com.au/directory/golf-courses/murdoch-pines-golf-recreation-park/2/005293,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=74&show_no_listings_when_zero_near_me=true&state=Every+State,(08) 9310 3199,http://www.murdochgolf.com.au/,"24 Baker Court, North Lake WA 6163, Australia",24,Baker Court,North Lake,6163,WA,Australia,-32.0830009,115.8414552
muree-golf-club,https://golfer.com.au/directory/golf-courses/muree-golf-club/2/000510,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=74&show_no_listings_when_zero_near_me=true&state=Every+State,02 4987 2142,http://www.mureegolfclub.com.au,"7 Walker Cres, Raymond Terrace NSW 2324, Australia",7,Walker Crescent,Raymond Terrace,2324,NSW,Australia,-32.7638674,151.7541446
murgon-golf-club,https://golfer.com.au/directory/golf-courses/murgon-golf-club/2/001635,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=74&show_no_listings_when_zero_near_me=true&state=Every+State,07 4168 1608,https://www.facebook.com/Murgon-Golf-Club-103198483187010/,"192 Lamb St, Murgon QLD 4605, Australia",192,Lamb Street,Murgon,4605,QLD,Australia,-26.2385249,151.9323947
muriwai-golf-club,https://golfer.com.au/directory/golf-courses/muriwai-golf-club/2/005735,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=74&show_no_listings_when_zero_near_me=true&state=Every+State,(09) 411 8454,http://www.muriwaigolfclub.co.nz/,"Coast Road, Muriwai 0881, New Zealand",N/A,Coast Road,Muriwai,0881,Auckland,New Zealand,-36.8209178,174.4311925
murrabit-golf-club,https://golfer.com.au/directory/golf-courses/murrabit-golf-club/2/000820,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=74&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,N/A,"Murrabit W Rd, Murrabit VIC 3579, Australia",N/A,Murrabit West Road,Murrabit,3579,VIC,Australia,-35.5233278,143.9158802
murray-bridge-golf-club,https://golfer.com.au/directory/golf-courses/murray-bridge-golf-club/2/001265,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=74&show_no_listings_when_zero_near_me=true&state=Every+State,(08) 8531 1388,http://www.murraybridgegolfclub.com.au/?fbclid=IwAR2xYkYEF9RMrX2ex6JoHN5o0zcfNpQ7kBfacXEyEBW_anmUEGD3N7SPaVQ,"Ritter St, Murray Bridge SA 5253, Australia",N/A,Ritter Street,Murray Bridge,5253,SA,Australia,-35.1284679,139.2683531
murray-downs-golf-and-country-club,https://golfer.com.au/directory/golf-courses/murray-downs-golf-and-country-club/2/006891,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=75&show_no_listings_when_zero_near_me=true&state=Every+State,1800 807 574,http://www.murraydownsgolf.com.au/,"Murray Downs Dr, Murray Downs NSW 2734, Australia",N/A,Murray Downs Drive,Murray Downs,2734,NSW,Australia,-35.3452466,143.5998344
murray-downs-golf-resort,https://golfer.com.au/directory/golf-courses/murray-downs-golf-resort/2/000821,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=75&show_no_listings_when_zero_near_me=true&state=Every+State,(03) 5033 1966,https://www.murraydownsresort.com.au/,"Murray Downs Dr, Meatian VIC 3585, Australia",N/A,Murray Downs Drive,Meatian,3585,VIC,Australia,-35.3451413,143.600053
murtoa-golf-club,https://golfer.com.au/directory/golf-courses/murtoa-golf-club/2/000823,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=75&show_no_listings_when_zero_near_me=true&state=Every+State,0407 596 242,http://www.murtoagolfclub.com,"Murtoa-Glenorchy Rd & Ashens-Jackson Rd, Murtoa VIC 3390, Australia",N/A,N/A,Murtoa,3390,VIC,Australia,-36.6831122,142.4923135
murupara-golf-club,https://golfer.com.au/directory/golf-courses/murupara-golf-club/2/005736,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=75&show_no_listings_when_zero_near_me=true&state=Every+State,0274 664 153,https://www.facebook.com/muruparagolfclub3665/,"128 Golf Road, Galatea 3079, New Zealand",128,Golf Road,Galatea,3079,Bay of Plenty,New Zealand,-38.4822329,176.7076803
murwillumbah-golf-club,https://golfer.com.au/directory/golf-courses/murwillumbah-golf-club/2/000512,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=75&show_no_listings_when_zero_near_me=true&state=Every+State,(02) 66721799,https://www.facebook.com/murwillumbahgolfclub/,"Murwillumbah Golf Club, 233 Byangum Rd, Murwillumbah NSW 2484, Australia",233,Byangum Road,Murwillumbah,2484,NSW,Australia,-28.3309829,153.3689783
muswellbrook-golf-club,https://golfer.com.au/directory/golf-courses/muswellbrook-golf-club/2/000513,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=75&show_no_listings_when_zero_near_me=true&state=Every+State,02 6543 1767,http://www.muswellbrookgolfclub.com.au/,"Bell St, Muswellbrook NSW 2333, Australia",N/A,Bell Street,Muswellbrook,2333,NSW,Australia,-32.2715411,150.8937053
my-queensland,https://golfer.com.au/directory/golf-courses/my-queensland/2/188946,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=75&show_no_listings_when_zero_near_me=true&state=Every+State,1300 000 753,https://www.myqldholiday.com.au/,"Surf Parade, Broadbeach QLD 4218, Australia",N/A,Surf Parade,Broadbeach,4218,QLD,Australia,-28.0263675,153.4314327
myrtleford-golf-club,https://golfer.com.au/directory/golf-courses/myrtleford-golf-club/2/000824,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=75&show_no_listings_when_zero_near_me=true&state=Every+State,(03) 5752 2286,http://www.myrtlefordgolf.com.au/,"Myrtleford VIC 3737, Australia",N/A,N/A,Myrtleford,3737,VIC,Australia,-36.5533215,146.724543
mystic-sands-golf-country-club,https://golfer.com.au/directory/golf-courses/mystic-sands-golf-country-club/2/001637,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=75&show_no_listings_when_zero_near_me=true&state=Every+State,07 4770 7355,https://www.facebook.com/MysticSandsGolfResort/,"157 Ocean Parade, Balgal Beach QLD 4816, Australia",157,Ocean Parade,Balgal Beach,4816,QLD,Australia,-19.0390261,146.4216212
nagambie-golf-club,https://golfer.com.au/directory/golf-courses/nagambie-golf-club/2/000825,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=76&show_no_listings_when_zero_near_me=true&state=Every+State,(03) 5794 2927,http://www.nagambiegolfclub.com.au/,"12 Cemetery Ln, Nagambie VIC 3608, Australia",12,Cemetery Lane,Nagambie,3608,VIC,Australia,-36.8019027,145.151988
nambour-golf-club,https://golfer.com.au/directory/golf-courses/nambour-golf-club/2/001638,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=76&show_no_listings_when_zero_near_me=true&state=Every+State,(07) 5441 2049,http://www.nambourgolfclub.com.au/,"1051 Nambour Connection Rd, Nambour QLD 4560, Australia",1051,Nambour Connection Road,Nambour,4560,QLD,Australia,-26.6100781,152.9698474
nambucca-heads-island-golf-club,https://golfer.com.au/directory/golf-courses/nambucca-heads-island-golf-club/2/000514,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=76&show_no_listings_when_zero_near_me=true&state=Every+State,02 6569 4111,https://www.namgolf.com/,"Stuarts Island, Nambucca Heads NSW 2448, Australia",N/A,N/A,Nambucca Heads,2448,NSW,Australia,-30.6563717,152.9919481
nanango-golf-club,https://golfer.com.au/directory/golf-courses/nanango-golf-club/2/001639,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=76&show_no_listings_when_zero_near_me=true&state=Every+State,(07) 4163 1463,http://nanangogolfclub.com.au,"D'Aguilar Hwy & Millis Way, Barker Creek Flat QLD 4615, Australia",N/A,N/A,Barker Creek Flat,4615,QLD,Australia,-26.6653318,151.9832928
napier-golf-club-inc,https://golfer.com.au/directory/golf-courses/napier-golf-club-inc/2/005737,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=76&show_no_listings_when_zero_near_me=true&state=Every+State,(06) 844 7913,https://www.napiergolf.co.nz/,"1215 Korokipo Road, Taradale, Waiohiki 4183, New Zealand",1215,Korokipo Road,Waiohiki,4183,Hawke's Bay,New Zealand,-39.5603651,176.8314469
naracoorte-golf-club,https://golfer.com.au/directory/golf-courses/naracoorte-golf-club/2/001273,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=76&show_no_listings_when_zero_near_me=true&state=Every+State,08 8762 2121,http://www.naracoortegolf.com.au/,"Stewart Terrace, Naracoorte SA 5271, Australia",N/A,Stewart Terrace,Naracoorte,5271,SA,Australia,-36.9518389,140.7295037
narembeen-golf-club,https://golfer.com.au/directory/golf-courses/narembeen-golf-club/2/001128,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=76&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,http://www.narembeen.communityguide.com.au/,"Narembeen WA 6369, Australia",N/A,N/A,Narembeen,6369,WA,Australia,-32.066473,118.395085
narooma-golf-club,https://golfer.com.au/directory/golf-courses/narooma-golf-club/2/000515,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=76&show_no_listings_when_zero_near_me=true&state=Every+State,(02) 4476 0507,https://www.naroomagolf.com.au,"Surf Beach Holiday Park, 1 Ballingalla St, Narooma NSW 2546, Australia",1,Ballingalla Street,Narooma,2546,NSW,Australia,-36.2185761,150.1388189
narpanup-golf-club,https://golfer.com.au/directory/golf-courses/narpanup-golf-club/2/001129,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=76&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,N/A,"Albany Hwy, Mount Barker WA 6324, Australia",N/A,Albany Highway,Mount Barker,6324,WA,Australia,-34.6196428,117.661696
narrabri-golf-club,https://golfer.com.au/directory/golf-courses/narrabri-golf-club/2/000516,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=76&show_no_listings_when_zero_near_me=true&state=Every+State,02 6792 2344,https://b-m.facebook.com/profile.php?id=364283753622619&__tn__=C-R,"Gibbons St, Narrabri NSW 2390, Australia",N/A,Gibbons Street,Narrabri,2390,NSW,Australia,-30.3282051,149.7769276
narrogin-golf-club,https://golfer.com.au/directory/golf-courses/narrogin-golf-club/2/001130,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=77&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,https://www.facebook.com/Narrogin-GOLF-CLUB-INC-645983848842764/,"Williams Rd, Narrogin WA 6312, Australia",N/A,Williams Road,Narrogin,6312,WA,Australia,-32.9364172,117.1668815
narromine-golf-club,https://golfer.com.au/directory/golf-courses/narromine-golf-club/2/000519,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=77&show_no_listings_when_zero_near_me=true&state=Every+State,02 6889 1179,https://www.facebook.com/NarromineGolfClub2821/,"Warren Rd, Burroway NSW 2821, Australia",N/A,Warren Road,Burroway,2821,NSW,Australia,-32.0634955,148.2107175
nathalia-golf-club,https://golfer.com.au/directory/golf-courses/nathalia-golf-club/2/000827,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=77&show_no_listings_when_zero_near_me=true&state=Every+State,03 5866 2673,https://www.gmga.org.au/cms/clubs/nathalia-golf-club/,"Nathalia Golf Club, 444 Paynes Rd, Nathalia VIC 3638, Australia",444,Paynes Road,Nathalia,3638,VIC,Australia,-36.0662542,145.2323604
natimuk-golf-club,https://golfer.com.au/directory/golf-courses/natimuk-golf-club/2/000828,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=77&show_no_listings_when_zero_near_me=true&state=Every+State,(03) 5387 1497,https://www.facebook.com/Natimuk-Golf-Club-1389476147999352/,"Natimuk Golf Club Inc, 520 Natimuk Golf Links Rd, Tooan VIC 3409, Australia",520,Natimuk Golf Links Road,Tooan,3409,VIC,Australia,-36.7761968,141.8391079
national-golf-links,https://golfer.com.au/directory/golf-courses/national-golf-links/2/267054,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=77&show_no_listings_when_zero_near_me=true&state=Every+State,1300 30 11 11,https://nationalgolflinks.golfer.com.au,"Yulara NT 0872, Australia",N/A,N/A,Yulara,0872,NT,Australia,-25.237979,130.9856199
neangar-park-golf-club,https://golfer.com.au/directory/golf-courses/neangar-park-golf-club/2/000829,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=77&show_no_listings_when_zero_near_me=true&state=Every+State,(03) 5446 8223,https://www.neangarparkgc.com/,"7 Averys Rd, Eaglehawk VIC 3556, Australia",7,Averys Road,Eaglehawk,3556,VIC,Australia,-36.7135778,144.2715971
nedlands-golf-club,https://golfer.com.au/directory/golf-courses/nedlands-golf-club/2/001131,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=77&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,http://www.nedlandsgolfclub.com.au,"Melvista Ave, Nedlands WA 6009, Australia",N/A,Melvista Avenue,Nedlands,6009,WA,Australia,-31.9891647,115.8022559
nelson-bay-golf-club,https://golfer.com.au/directory/golf-courses/nelson-bay-golf-club/2/000520,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=77&show_no_listings_when_zero_near_me=true&state=Every+State,(02) 4981 1132,https://www.nelsonbaygolf.com,"57 Dowling St, Nelson Bay NSW 2315, Australia",57,Dowling Street,Nelson Bay,2315,NSW,Australia,-32.7275548,152.1498088
nelson-golf-club-inc,https://golfer.com.au/directory/golf-courses/nelson-golf-club-inc/2/005740,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=77&show_no_listings_when_zero_near_me=true&state=Every+State,03-5485029,http://www.nelsongolf.co.nz/,"38 Bolt Road, Tāhunanui, Nelson 7011, New Zealand",38,Bolt Road,Nelson,7011,Nelson,New Zealand,-41.2920703,173.2327418
new-plymouth-golf-club-inc,https://golfer.com.au/directory/golf-courses/new-plymouth-golf-club-inc/2/005741,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=77&show_no_listings_when_zero_near_me=true&state=Every+State,(06) 7551349,http://www.newplymouthgolf.co.nz/,"24 Golf Course Lane, Bell Block, New Plymouth 4312, New Zealand",24,Golf Course Lane,New Plymouth,4312,Taranaki,New Zealand,-39.0412968,174.1255169
new-south-wales-golf-club,https://golfer.com.au/directory/golf-courses/new-south-wales-golf-club/2/001347,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=78&show_no_listings_when_zero_near_me=true&state=Every+State,02 9661 4455,https://www.nswgolfclub.com.au/,"Kamay Botany Bay National Park, Cape Solander Dr, Kurnell NSW 2231, Australia",N/A,Cape Solander Drive,Kurnell,2231,NSW,Australia,-34.0094368,151.2275353
new-terry-hotel-golf-resort,https://golfer.com.au/directory/golf-courses/new-terry-hotel-golf-resort/2/001329,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=78&show_no_listings_when_zero_near_me=true&state=Every+State,(08) 8598 2400,http://newterry.com.au/,"Second Valley SA 5204, Australia",N/A,N/A,Second Valley,5204,SA,Australia,-35.5280516,138.2278711
newcastle-golf-club,https://golfer.com.au/directory/golf-courses/newcastle-golf-club/2/000522,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=78&show_no_listings_when_zero_near_me=true&state=Every+State,02 4928 1365,https://twitter.com/newcastle_golfc,"Vardon Rd, Fern Bay NSW 2295, Australia",N/A,Vardon Road,Fern Bay,2295,NSW,Australia,-32.8721521,151.7950891
ngahinepouri-golf-club,https://golfer.com.au/directory/golf-courses/ngahinepouri-golf-club/2/005751,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=78&show_no_listings_when_zero_near_me=true&state=Every+State,07-825 2898,http://www.countrygolf.co.nz/,"27 Reid Road, Ngāhinapōuri 3882, New Zealand",27,Reid Road,Ngāhinapōuri,3882,Waikato,New Zealand,-37.89946339999999,175.2011102
ngaruawahia-golf-club,https://golfer.com.au/directory/golf-courses/ngaruawahia-golf-club/2/005753,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=78&show_no_listings_when_zero_near_me=true&state=Every+State,(07) 824 8006,http://www.golfwaikato.co.nz/,"5925 Great South Road, NGARUAWAHIA, Hamilton 3288, New Zealand",5925,Great South Road,Hamilton,3288,Waikato,New Zealand,-37.6852097,175.1777447
ngunguru-golf-club,https://golfer.com.au/directory/golf-courses/ngunguru-golf-club/2/005754,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=78&show_no_listings_when_zero_near_me=true&state=Every+State,09 4344 290,https://www.facebook.com/ngungurugolfclub/,"Kopipi Crescent, Ngunguru 0173, New Zealand",N/A,Kopipi Crescent,Ngunguru,0173,Northland,New Zealand,-35.629678,174.5030047
nhill-golf-club,https://golfer.com.au/directory/golf-courses/nhill-golf-club/2/000833,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=78&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,http://www.nhillgolfclub.com.au,"127 Nhill-Netherby Rd, Nhill VIC 3418, Australia",127,Nhill-Netherby Road,Nhill,3418,VIC,Australia,-36.3209979,141.6600669
