golfer_url_name,golfer_url,golfer_parent_url,phone_number,club_url,full_address,street_number,street_name,suburb,postal_code,state,country,latitude,longitude
noel-weick,https://golfer.com.au/directory/golf-courses/noel-weick/2/163557,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=1&show_no_listings_when_zero_near_me=true&state=Every+State,0455-307-704,N/A,"14 Dot Newman Ct, Caboolture QLD 4510, Australia",14,Dot Newman Court,Caboolture,4510,QLD,Australia,-27.0520296,152.9739803
jeremy-farr,https://golfer.com.au/directory/golf-courses/jeremy-farr/2/163904,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=1&show_no_listings_when_zero_near_me=true&state=Every+State,0408-035-305,N/A,"10 Huntingdale Dr, Magenta NSW 2261, Australia",10,Huntingdale Drive,Magenta,2261,NSW,Australia,-33.3107998,151.5237537
lakeside-golf-club-camden,https://golfer.com.au/directory/golf-courses/lakeside-golf-club-camden/2/000305,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=1&show_no_listings_when_zero_near_me=true&state=Every+State,02 8777 1000,https://www.camdenlakeside.com.au/,"50 Raby Rd, Gledswood Hills NSW 2557, Australia",50,Raby Road,Gledswood Hills,2557,NSW,Australia,-33.9995381,150.7890355
national-golf-club-old-course,https://golfer.com.au/directory/golf-courses/national-golf-club-old-course/2/002042,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=1&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,http://www.nationalgolf.com.au/cms/,"The Cups Dr, Cape Schanck VIC 3939, Australia",N/A,The Cups Drive,Cape Schanck,3939,VIC,Australia,-38.4539154,144.8882654
aces-sporting-club,https://golfer.com.au/directory/golf-courses/aces-sporting-club/2/005280,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=1&show_no_listings_when_zero_near_me=true&state=Every+State,(03) 9701 5000,https://www.acessportingclub.com.au/,"Hutton Rd & Springvale Rd, Waterways VIC 3195, Australia",N/A,N/A,Waterways,3195,VIC,Australia,-38.0109382,145.1405989
adelaide-shores-executive,https://golfer.com.au/directory/golf-courses/adelaide-shores-executive/2/001520,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=1&show_no_listings_when_zero_near_me=true&state=Every+State,08 8356 7220,http://adelaideshores.stage.byhybrid.com.au/golf/course-listing-golf-booking/executive/,"Military Rd, Fulham Gardens SA 5024, Australia",N/A,Military Road,Fulham Gardens,5024,SA,Australia,-34.943595,138.5038383
adelaide-shores-patawalonga,https://golfer.com.au/directory/golf-courses/adelaide-shores-patawalonga/2/001325,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=1&show_no_listings_when_zero_near_me=true&state=Every+State,08 8356 7220,http://adelaideshores.stage.byhybrid.com.au/golf/course-listing-golf-booking/patawalonga/,"Military Rd, Fulham Gardens SA 5024, Australia",N/A,Military Road,Fulham Gardens,5024,SA,Australia,-34.943595,138.5038383
akarana-golf-club,https://golfer.com.au/directory/golf-courses/akarana-golf-club/2/005361,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=1&show_no_listings_when_zero_near_me=true&state=Every+State,(09) 621-0024,http://www.akaranagolf.co.nz/,"1388 Dominion Road, Mount Roskill, Auckland 1041, New Zealand",1388,Dominion Road,Auckland,1041,Auckland,New Zealand,-36.9133674,174.7390887
akaroa-golf-club,https://golfer.com.au/directory/golf-courses/akaroa-golf-club/2/005362,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=1&show_no_listings_when_zero_near_me=true&state=Every+State,03 3045704,http://akaroagolf.co.nz,"77 Pawsons Valley Road, Duvauchelle 7581, New Zealand",77,Pawsons Valley Road,Duvauchelle,7581,Canterbury,New Zealand,-43.7436259,172.9319417
albany-golf-club,https://golfer.com.au/directory/golf-courses/albany-golf-club/2/001035,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=1&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,http://www.albanygolfclub.com.au/,"1 Barry Ct, Collingwood Park WA 6330, Australia",1,Barry Court,Collingwood Park,6330,WA,Australia,-35.006651,117.9260638
albany-links-golf-course-putt-putt,https://golfer.com.au/directory/golf-courses/albany-links-golf-course-putt-putt/2/006684,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=2&show_no_listings_when_zero_near_me=true&state=Every+State,07 3264 2557,http://www.albanylinksgolf.com/,"638 S Pine Rd, Brendale QLD 4500, Australia",638,South Pine Road,Brendale,4500,QLD,Australia,-27.3369317,152.9614287
albert-golf-club,https://golfer.com.au/directory/golf-courses/albert-golf-club/2/000201,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=2&show_no_listings_when_zero_near_me=true&state=Every+State,02 6892 8242,https://www.facebook.com/AlbertGolfClub/,"Albert NSW 2873, Australia",N/A,N/A,Albert,2873,NSW,Australia,-32.3567899,147.5093615
albury-commercial-golf-club,https://golfer.com.au/directory/golf-courses/albury-commercial-golf-club/2/000202,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=2&show_no_listings_when_zero_near_me=true&state=Every+State,(02) 6057 2000,https://www.commercialclubalbury.com.au/Golf,"618 Dean St, Albury NSW 2640, Australia",618,Dean Street,Albury,2640,NSW,Australia,-36.0796606,146.9138899
alexandra-golf-club,https://golfer.com.au/directory/golf-courses/alexandra-golf-club/2/005366,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=2&show_no_listings_when_zero_near_me=true&state=Every+State,03 4488204,http://www.alexandragolf.co.nz/,"118 Clyde-Alexandra Road, Alexandra 9391, New Zealand",118,Clyde-Alexandra Road,Alexandra,9391,Otago,New Zealand,-45.2335824,169.3753794
alexandra-golf-club,https://golfer.com.au/directory/golf-courses/alexandra-golf-club/2/000569,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=2&show_no_listings_when_zero_near_me=true&state=Every+State,03 5772 1570,http://www.alexandragolfclub.com.au/,"Gordon St, Alexandra VIC 3714, Australia",N/A,Gordon Street,Alexandra,3714,VIC,Australia,-37.1846386,145.7245739
alice-springs-golf-club,https://golfer.com.au/directory/golf-courses/alice-springs-golf-club/2/004006,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=2&show_no_listings_when_zero_near_me=true&state=Every+State,(08) 8952 1921,http://www.alicespringsgolfclub.com.au/welcome/index.mhtml,"Cromwell Dr, Desert Springs NT 0870, Australia",N/A,Cromwell Drive,Desert Springs,0870,NT,Australia,-23.7134574,133.8845519
allora-golf-club,https://golfer.com.au/directory/golf-courses/allora-golf-club/2/001343,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=2&show_no_listings_when_zero_near_me=true&state=Every+State,(07) 4666 3380,https://www.facebook.com/AlloraSportsClub,"20 Warwick St, Allora QLD 4362, Australia",20,Warwick Street,Allora,4362,QLD,Australia,-28.0358136,151.9867796
alpha-golf-club,https://golfer.com.au/directory/golf-courses/alpha-golf-club/2/001376,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=2&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,https://www.facebook.com/Alpha-Golf-Club-Inc-251991348307299/,"Dryden St, Alpha QLD 4724, Australia",N/A,Dryden Street,Alpha,4724,QLD,Australia,-23.6508637,146.6377979
altona-lakes-golf-club,https://golfer.com.au/directory/golf-courses/altona-lakes-golf-club/2/000570,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=2&show_no_listings_when_zero_near_me=true&state=Every+State,(03) 9399 1029,http://www.altonalakesgolf.com.au/,"Mason St, Altona North VIC 3025, Australia",N/A,Mason Street,Altona North,3025,VIC,Australia,-37.8397582,144.8585907
alyangula-golf-club,https://golfer.com.au/directory/golf-courses/alyangula-golf-club/2/004010,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=3&show_no_listings_when_zero_near_me=true&state=Every+State,908) 8987 6060,http://www.alyangulagolfclub.com.au/,"1 Alebuwa St, Alyangula NT 0885, Australia",1,Alebuwa Street,Alyangula,0885,NT,Australia,-13.8486599,136.4154686
amberley-golf-club,https://golfer.com.au/directory/golf-courses/amberley-golf-club/2/005369,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=3&show_no_listings_when_zero_near_me=true&state=Every+State,03 314 8735,https://www.amberleygolf.co.nz/,"Golf Links Road, Amberley 7481, New Zealand",N/A,Golf Links Road,Amberley,7481,Canterbury,New Zealand,-43.1633136,172.7877926
anglesea-golf-club,https://golfer.com.au/directory/golf-courses/anglesea-golf-club/2/000572,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=3&show_no_listings_when_zero_near_me=true&state=Every+State,(03) 5263 1582,http://www.angleseagolfclub.com.au/contact-us,"Noble St, Anglesea VIC 3230, Australia",N/A,Noble Street,Anglesea,3230,VIC,Australia,-38.409511,144.1766177
antill-park-country-golf-club,https://golfer.com.au/directory/golf-courses/antill-park-country-golf-club/2/000203,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=3&show_no_listings_when_zero_near_me=true&state=Every+State,02 4677 1512,http://www.antillpark.com.au/,"Jarvisfield Rd, Picton NSW 2571, Australia",N/A,Jarvisfield Road,Picton,2571,NSW,Australia,-34.1635686,150.6213774
apiti-golf-club,https://golfer.com.au/directory/golf-courses/apiti-golf-club/2/005371,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=3&show_no_listings_when_zero_near_me=true&state=Every+State,063234714,http://apitigolfclub.co.nz/,"22 Main South Road, Āpiti 4774, New Zealand",22,Main South Road,Āpiti,4774,Manawatū-Whanganui,New Zealand,-39.942993,175.9039478
apollo-bay-golf-club,https://golfer.com.au/directory/golf-courses/apollo-bay-golf-club/2/000573,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=3&show_no_listings_when_zero_near_me=true&state=Every+State,(03) 5237 6474,https://apollobaygolfclub.org.au/,"Apollo Bay Golf Club Inc, 2/20 Nelson St, Apollo Bay VIC 3233, Australia",20,Nelson Street,Apollo Bay,3233,VIC,Australia,-38.7593369,143.6721587
aqua-golf-hunter-valley,https://golfer.com.au/directory/golf-courses/aqua-golf-hunter-valley/2/005303,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=3&show_no_listings_when_zero_near_me=true&state=Every+State,(02) 4998 7896,http://www.golftothemax.com.au/index.php?pageId=8241,"Broke Rd, Pokolbin NSW 2320, Australia",N/A,Broke Road,Pokolbin,2320,NSW,Australia,-32.7693471,151.2766219
aradale-golf-club,https://golfer.com.au/directory/golf-courses/aradale-golf-club/2/000576,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=3&show_no_listings_when_zero_near_me=true&state=Every+State,03 5352 4261,https://www.ararat.vic.gov.au/aradale-golf-club,"Grano St, Ararat VIC 3377, Australia",N/A,Grano Street,Ararat,3377,VIC,Australia,-37.2774951,142.9524018
ardleigh-golf-club,https://golfer.com.au/directory/golf-courses/ardleigh-golf-club/2/005372,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=3&show_no_listings_when_zero_near_me=true&state=Every+State,03 4651448,N/A,"Sutherland Road, Meadowbank 9483, New Zealand",N/A,Sutherland Road,Meadowbank,9483,Otago,New Zealand,-45.4580724,170.6799493
armidale-golf-club,https://golfer.com.au/directory/golf-courses/armidale-golf-club/2/000205,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=4&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,https://www.facebook.com/armidalegolfclub/,"Golf Links Rd, Armidale NSW 2350, Australia",N/A,Golf Links Road,Armidale,2350,NSW,Australia,-30.5109047,151.6363618
arrowtown-golf-club,https://golfer.com.au/directory/golf-courses/arrowtown-golf-club/2/005373,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=4&show_no_listings_when_zero_near_me=true&state=Every+State,034421719,http://www.arrowtowngolf.co.nz/index.html,"166 Centennial Avenue, Arrowtown 9371, New Zealand",166,Centennial Avenue,Arrowtown,9371,Otago,New Zealand,-44.9572709,168.8450535
arundel-hills-country-club,https://golfer.com.au/directory/golf-courses/arundel-hills-country-club/2/001382,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=4&show_no_listings_when_zero_near_me=true&state=Every+State,07 5573 9400,http://ahcc.net.au/,"Arundel Pl, Arundel QLD 4214, Australia",N/A,Arundel Place,Arundel,4214,QLD,Australia,-27.9364572,153.3594642
ashburton-golf-club,https://golfer.com.au/directory/golf-courses/ashburton-golf-club/2/005408,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=4&show_no_listings_when_zero_near_me=true&state=Every+State,(03) 308 6371,http://www.ashburtongolf.co.nz/index.php,"Golf Links Road, Allenton, Ashburton 7772, New Zealand",N/A,Golf Links Road,Ashburton,7772,Canterbury,New Zealand,-43.8854244,171.7715232
asquith-golf-club,https://golfer.com.au/directory/golf-courses/asquith-golf-club/2/000207,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=4&show_no_listings_when_zero_near_me=true&state=Every+State,(02) 9477 1266,https://www.asquithgolfclub.com.au/cms/#,"Lord St, Mount Colah NSW 2079, Australia",N/A,Lord Street,Mount Colah,2079,NSW,Australia,-33.6795406,151.1152548
atherton-golf-club,https://golfer.com.au/directory/golf-courses/atherton-golf-club/2/001385,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=4&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,http://athertongolf.com.au/,"Golf Links Rd, Atherton QLD 4883, Australia",N/A,Golf Links Road,Atherton,4883,QLD,Australia,-17.2625605,145.4718347
auckland-regional-police-golf-club,https://golfer.com.au/directory/golf-courses/auckland-regional-police-golf-club/2/005409,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=4&show_no_listings_when_zero_near_me=true&state=Every+State,09 4892699,N/A,"9 Milford Road, Milford, Auckland 0620, New Zealand",9,Milford Road,Auckland,0620,Auckland,New Zealand,-36.7722169,174.7671705
augusta-golf-club,https://golfer.com.au/directory/golf-courses/augusta-golf-club/2/001037,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=4&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,http://www.augustagolfclub.com.au,"Hillview Rd, Augusta WA 6290, Australia",N/A,Hillview Road,Augusta,6290,WA,Australia,-34.3138733,115.1250323
australasian-golf-club,https://golfer.com.au/directory/golf-courses/australasian-golf-club/2/000577,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=4&show_no_listings_when_zero_near_me=true&state=Every+State,(03) 9772 4242,http://www.austgolfclub.websyte.com.au/,"29 Fraser Ave, Edithvale VIC 3196, Australia",29,Fraser Avenue,Edithvale,3196,VIC,Australia,-38.0395141,145.1127765
australian-junior-golf-academy,https://golfer.com.au/directory/golf-courses/australian-junior-golf-academy/2/004944,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=5&show_no_listings_when_zero_near_me=true&state=Every+State,(02) 9559 7499,http://www.ajga.com.au/,"South St, Tempe NSW 2044, Australia",N/A,South Street,Tempe,2044,NSW,Australia,-33.9262594,151.162769
avoca-golf-club,https://golfer.com.au/directory/golf-courses/avoca-golf-club/2/000579,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=5&show_no_listings_when_zero_near_me=true&state=Every+State,03 5465 3030,N/A,"Davy St, Avoca VIC 3467, Australia",N/A,Davy Street,Avoca,3467,VIC,Australia,-37.091602,143.4785008
avondale-golf-club,https://golfer.com.au/directory/golf-courses/avondale-golf-club/2/000208,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=5&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,"https://www.facebook.com ï¿½ ... ï¿½ Pymble, New South Wales, Australia ï¿½ Golf Course","Ghan NT 0872, Australia",N/A,N/A,Ghan,0872,NT,Australia,-25.1989175,133.201963
avondale-golf-club,https://golfer.com.au/directory/golf-courses/avondale-golf-club/2/005410,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=5&show_no_listings_when_zero_near_me=true&state=Every+State,03-3888203,http://www.avondalegolfclub.co.nz/Home.aspx,"Wainoni Rd & Breezes Rd, Avondale, Christchurch 8061, New Zealand",N/A,N/A,Christchurch,8061,Canterbury,New Zealand,-43.5111882,172.6941612
awatere-golf-club,https://golfer.com.au/directory/golf-courses/awatere-golf-club/2/005411,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=5&show_no_listings_when_zero_near_me=true&state=Every+State,03 5757072,http://www.awateregolfclub.co.nz/home-1,"Blenheim Central, Blenheim 7240, New Zealand",N/A,N/A,Blenheim,7240,Marlborough,New Zealand,-41.5139393,173.9575106
awhitu-golf-club,https://golfer.com.au/directory/golf-courses/awhitu-golf-club/2/005412,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=5&show_no_listings_when_zero_near_me=true&state=Every+State,09 235 1299,http://www.awhitugolf.co.nz/,"Brook Road, Āwhitu 2684, New Zealand",N/A,Brook Road,Āwhitu,2684,Auckland,New Zealand,-37.0928189,174.6397648
axedale-golf-club,https://golfer.com.au/directory/golf-courses/axedale-golf-club/2/000581,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=5&show_no_listings_when_zero_near_me=true&state=Every+State,(03) 5439 7243,http://axedalegc.com.au/,"75 Mitchell St, Axedale VIC 3551, Australia",75,Mitchell Street,Axedale,3551,VIC,Australia,-36.7914859,144.499035
ayr-golf-club,https://golfer.com.au/directory/golf-courses/ayr-golf-club/2/001387,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=5&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,http://www.ayrgolfclub.com.au/,"Edwards St, Ayr QLD 4807, Australia",N/A,Edwards Street,Ayr,4807,QLD,Australia,-19.573613,147.4055729
babinda-golf-club,https://golfer.com.au/directory/golf-courses/babinda-golf-club/2/001388,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=5&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,N/A,"Hospital St, Babinda QLD 4861, Australia",N/A,Hospital Street,Babinda,4861,QLD,Australia,-17.3458843,145.9179756
bacchus-marsh-golf-club-ltd,https://golfer.com.au/directory/golf-courses/bacchus-marsh-golf-club-ltd/2/006698,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=6&show_no_listings_when_zero_near_me=true&state=Every+State,(03) 5367 2226,http://www.bmgolf.com.au,"Links Rd, Darley VIC 3340, Australia",N/A,Links Road,Darley,3340,VIC,Australia,-37.6424192,144.4277777
bairnsdale-golf-club,https://golfer.com.au/directory/golf-courses/bairnsdale-golf-club/2/000584,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=6&show_no_listings_when_zero_near_me=true&state=Every+State,03 5156 6252,https://www.bairnsdalegolfclub.com.au,"Paynesville Rd, Eagle Point VIC 3878, Australia",N/A,Paynesville Road,Eagle Point,3878,VIC,Australia,-37.902022,147.6812797
balclutha-golf-club,https://golfer.com.au/directory/golf-courses/balclutha-golf-club/2/005413,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=6&show_no_listings_when_zero_near_me=true&state=Every+State,03 4182171,https://www.facebook.com/Balclutha-Golf-Club-285614628489653/,"23 Golfers Drive, Balclutha 9230, New Zealand",23,Golfers Drive,Balclutha,9230,Otago,New Zealand,-46.2390271,169.7579319
balgowlah-golf-club,https://golfer.com.au/directory/golf-courses/balgowlah-golf-club/2/000209,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=6&show_no_listings_when_zero_near_me=true&state=Every+State,02 9949 2057,http://balgowlahgolfclub.com.au/,"506 Sydney Rd, Balgowlah NSW 2093, Australia",506,Sydney Road,Balgowlah,2093,NSW,Australia,-33.7952481,151.2546459
ballan-golf-club,https://golfer.com.au/directory/golf-courses/ballan-golf-club/2/000586,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=6&show_no_listings_when_zero_near_me=true&state=Every+State,(03) 5368 1522,http://www.ballangolfclub.com/,"Blow Ct, Ballan VIC 3342, Australia",N/A,Blow Court,Ballan,3342,VIC,Australia,-37.5981953,144.2266673
ballina-golf-club,https://golfer.com.au/directory/golf-courses/ballina-golf-club/2/000210,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=6&show_no_listings_when_zero_near_me=true&state=Every+State,(02) 6686 0144,http://www.ballinagolfclub.com.au/,"Ghan NT 0872, Australia",N/A,N/A,Ghan,0872,NT,Australia,-25.1989175,133.201963
bankstown-golf-club,https://golfer.com.au/directory/golf-courses/bankstown-golf-club/2/000211,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=6&show_no_listings_when_zero_near_me=true&state=Every+State,(02) 9773 0628,https://www.bankstowngolf.com.au/cms/,"70 Ashford Ave, Milperra NSW 2214, Australia",70,Ashford Avenue,Milperra,2214,NSW,Australia,-33.9357503,150.9869459
bannockburn-golf-club,https://golfer.com.au/directory/golf-courses/bannockburn-golf-club/2/000593,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=6&show_no_listings_when_zero_near_me=true&state=Every+State,(03) 5281 1377,http://www.bannockburngolfclub.org.au/,"Victoria, Australia",N/A,N/A,N/A,N/A,VIC,Australia,-36.9847807,143.3906074
bardwell-valley-golf-course,https://golfer.com.au/directory/golf-courses/bardwell-valley-golf-course/2/006702,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=6&show_no_listings_when_zero_near_me=true&state=Every+State,02 9567 7600,https://bardwellvalleygolf.com.au/,"Hillcrest Ave, Bardwell Valley NSW 2207, Australia",N/A,Hillcrest Avenue,Bardwell Valley,2207,NSW,Australia,-33.9404294,151.1240443
bargara,https://golfer.com.au/directory/golf-courses/bargara/2/001391,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=7&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,http://www.bargaragolfclub.com.au/,"Miller St, Bargara QLD 4670, Australia",N/A,Miller Street,Bargara,4670,QLD,Australia,-24.8209572,152.4648169
barham-golf-country-club,https://golfer.com.au/directory/golf-courses/barham-golf-country-club/2/000594,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=7&show_no_listings_when_zero_near_me=true&state=Every+State,(03) 5451 1800,https://clubarham.com.au/,"8 Niemur St, Barham NSW 2732, Australia",8,Niemur Street,Barham,2732,NSW,Australia,-35.6306795,144.1290634
barmera-golf-club,https://golfer.com.au/directory/golf-courses/barmera-golf-club/2/001191,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=7&show_no_listings_when_zero_near_me=true&state=Every+State,08 8588 2350,http://www.barmeragolfclub.com.au/,"Hawdon St, Barmera SA 5345, Australia",N/A,Hawdon Street,Barmera,5345,SA,Australia,-34.2497263,140.4707125
barnbougle-lost-farm,https://golfer.com.au/directory/golf-courses/barnbougle-lost-farm/2/004015,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=7&show_no_listings_when_zero_near_me=true&state=Every+State,(03) 6356 0094.,https://barnbougle.com.au/play/lost-farm/,"425 Waterhouse Rd, Bridport TAS 7262, Australia",425,Waterhouse Road,Bridport,7262,TAS,Australia,-41.0132066,147.4569326
barnbougle-the-dunes,https://golfer.com.au/directory/golf-courses/barnbougle-the-dunes/2/004014,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=7&show_no_listings_when_zero_near_me=true&state=Every+State,(03) 6356 0094,https://barnbougle.com.au/,"425 Waterhouse Rd, Bridport TAS 7262, Australia",425,Waterhouse Road,Bridport,7262,TAS,Australia,-41.0132066,147.4569326
barnwell-park-golf-club,https://golfer.com.au/directory/golf-courses/barnwell-park-golf-club/2/000215,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=7&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,"https://www.facebook.com ï¿½ ... ï¿½ Five Dock, New South Wales, Australia ï¿½ Golf Course","Ghan NT 0872, Australia",N/A,N/A,Ghan,0872,NT,Australia,-25.1989175,133.201963
barossa-valley-golf-club,https://golfer.com.au/directory/golf-courses/barossa-valley-golf-club/2/001192,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=7&show_no_listings_when_zero_near_me=true&state=Every+State,08-8562-1589,http://www.barossavalleygolf.com.au,"Golf Course Rd, Nuriootpa SA 5355, Australia",N/A,Golf Course Road,Nuriootpa,5355,SA,Australia,-34.4326052,138.990121
barraba-golf-club,https://golfer.com.au/directory/golf-courses/barraba-golf-club/2/000216,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=7&show_no_listings_when_zero_near_me=true&state=Every+State,(02) 6782 1583,http://barraba.com.au/barraba-golf-club/,"Ghan NT 0872, Australia",N/A,N/A,Ghan,0872,NT,Australia,-25.1989175,133.201963
barwon-heads-golf-club,https://golfer.com.au/directory/golf-courses/barwon-heads-golf-club/2/000596,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=7&show_no_listings_when_zero_near_me=true&state=Every+State,03 5255 6255,http://www.barwonheads.golf/cms/,"Golf Links Rd, Barwon Heads VIC 3227, Australia",N/A,Golf Links Road,Barwon Heads,3227,VIC,Australia,-38.2805435,144.4873854
barwon-valley-golf-club,https://golfer.com.au/directory/golf-courses/barwon-valley-golf-club/2/000597,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=7&show_no_listings_when_zero_near_me=true&state=Every+State,03 5243 5443,http://www.barwonvalleygolfclub.com.au/,"Barwon Heads Rd, Belmont VIC 3216, Australia",N/A,Barwon Heads Road,Belmont,3216,VIC,Australia,-38.1821529,144.3542895
bathurst-golf-club,https://golfer.com.au/directory/golf-courses/bathurst-golf-club/2/000217,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=8&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,"https://www.facebook.com ï¿½ Places ï¿½ Bathurst, New South Wales ï¿½ Golf Course","Windradyne NSW 2795, Australia",N/A,N/A,Windradyne,2795,NSW,Australia,-33.404005,149.5445139
batlow-golf-club,https://golfer.com.au/directory/golf-courses/batlow-golf-club/2/000218,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=8&show_no_listings_when_zero_near_me=true&state=Every+State,02 6949 1442,https://www.facebook.com/royalbatlowgolfclub/,"Boggamilla Rd, Batlow NSW 2730, Australia",N/A,Boggamilla Road,Batlow,2730,NSW,Australia,-35.5213022,148.1522487
bay-islands-golf-club,https://golfer.com.au/directory/golf-courses/bay-islands-golf-club/2/001392,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=8&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,https://www.facebook.com/Bay-Islands-Golf-Club-Macleay-Island-278688322166632/,"Waterside Dr, Macleay Island QLD 4184, Australia",N/A,Waterside Drive,Macleay Island,4184,QLD,Australia,-27.6187857,153.3723091
