club_id,name
30301,Eastern Sward Golf Club
30302,RAAF Williams Laverton Base Golf Club
30303,The National Golf Club
30304,Strathallan Golf Club
30305,Eynesbury Golf Club
30401,Avoca Golf Club
30402,Bacchus Marsh Golf Club
30403,Bacchus Marsh West Golf Club
30404,Ballan Golf Club
30405,Ballarat Golf Club
30406,Beaufort Golf Club
30407,Buninyong Golf Club
30408,Clunes Golf Club
30409,Creswick Golf Club
30410,Elmhurst Golf Club
30411,Lexton Golf Club
30412,Maryborough Golf Club
30413,Melton Valley Golf Club
30414,Meredith Golf Club
30415,Midlands Golf Club
30416,Mt Xavier Golf Club
30417,Skipton Golf Club
30418,Snake Valley Golf Club
30420,Talbot Golf Club
30421,Ballarat District Golf
30501,Axedale Golf Club
30502,Bamawm Golf Club
30503,Belvoir Park Golf Club
30504,Bendigo Golf Club
30505,Bridgewater-On-Loddon Golf Club
30506,Calivil Golf Club
30507,Campaspe Golf Club
30508,Castlemaine Golf Club
30509,Dunolly Golf Club
30511,Elmore Golf Club
30513,Heathcote Golf Club
30514,Inglewood Golf Club
30515,Jarklin Golf Club
30516,Lockington Golf Club
30517,Marong Golf Club
30518,Mitiamo Golf Club
30519,Neangar Park Golf Club
30520,Quarry Hill Golf Club Inc
30521,Raywood Golf Club
30601,Hepburn Springs Golf Club
30602,Kyneton Golf Club
30603,Maldon Golf Club
30604,Mt Alexander Golf Club
30605,Mt Macedon Golf Club
30606,Trentham Golf Club
30607,Woodend Golf Club Inc
30701,Apollo Bay Golf Club
30702,Beeac Golf Club
30703,Birregurra Golf Club
30704,Camperdown Golf Club
30706,Cobden Golf Club Inc
30707,Colac Golf Club Inc
30708,East Framlingham Golf Club
30710,Lake Bolac Golf Club
30711,Lismore Golf Club
30712,Mortlake Golf Club
30713,Peterborough Golf Club
30714,Port Fairy Golf Club
30715,Rokewood Golf Club
30716,Terang Golf Club
30717,Timboon Golf Club
30718,Warrnambool Golf Club
30801,Alexandra Golf Club
30802,Avenel Golf Club
30803,Broadford Golf Club
30804,Eildon Golf Club
30805,Euroa Golf Club
30806,Kilmore Golf Club
30807,Lancefield Golf Club
30808,Marysville Golf Club
30809,Nagambie Golf Club
30812,RACV Country Club
30813,Romsey Golf Club
30814,Seymour Golf Club
30815,Strathbogie Golf Club
30816,Yea Golf Club
30817,Hidden Valley Golf Club
30818,Cathedral Golf Club
30901,Bairnsdale Golf Club
30902,Buchan Valley Golf Club
30903,Heyfield Golf Club
30904,Lakes Entrance Golf Club
30905,Loch Sport Golf Club
30906,Maffra Golf Club
30907,Mallacoota Golf Club
30908,Newry Golf Club
30909,Omeo Golf Club
30910,Orbost Golf Club
30913,Sale Golf Club Inc.
30914,South Pines Golf Club
30915,Tambo Valley Golf Club
30916,Toongabbie Golf Club
30917,Yarram Golf Club
30918,Kings Cove Club
31001,Anglesea Golf Club
31002,Bannockburn Golf Club
31004,Barwon Heads Golf Club
31005,Barwon Valley Golf Club
31006,Clifton Springs Golf Club
31007,Curlewis Golf Club
31008,East Geelong Golf Club
31009,Lara Golf Club (previously Elcho Park)
31010,Inverleigh Golf Club
31011,Lonsdale Golf Club
31012,Lorne Golf Club
31013,Ocean Grove Golf Club
31014,Portarlington Golf Club
31015,Queenscliff Golf Club
31016,Queens Park Golf Club
31018,St Leonards Golf Club
31019,Torquay Golf Club
31020,Winchelsea Golf Club
31021,Thirteenth Beach Golf Club
31022,The Sands Torquay Golf Club
31101,Cobram-Barooga Golf Club
31102,Cosgrove Golf Club
31103,Hill Top Golf + Country Club
31104,Kialla Golf Club
31105,Kyabram Parkland Golf Club
31106,Mathoura Golf Club
31107,Merrigum Golf Club Inc
31108,Mooroopna Golf Club
31109,Murchison Golf Club
31110,Nathalia Golf Club
31111,Numurkah Golf Club
31112,Rich River Golf Club
31113,Rochester Golf Club
31114,Rushworth Golf Club
31115,Shepparton Golf Club
31116,Strathmerton Golf Club
31117,Tallygaroopna Golf Club
31118,Tocumwal Golf Club
31119,Kyabram Valley View Golf Club
31201,Berriwillock Golf Club
31202,Birchip Golf Club
31203,Boort Golf Club
31204,Charlton Golf Club
31205,Culgoa Golf Club
31206,Donald Golf Club
31207,Korong Vale Golf Club
31209,Sea Lake Golf Club
31210,St Arnaud Golf Club
31211,Wedderburn Golf Club
31212,Woomelang Golf Club
31213,Wycheproof Golf Club
31301,Coomealla Golf Club
31302,Manangatang Golf Club
31303,Merbein Golf Club Inc
31304,Mildura Golf Club
31306,Ouyen Golf Club
31308,Red Cliffs Golf Club
31309,Riverside Golf Club - Mildura
31310,Robinvale Golf Club
31312,Underbool Golf Club
31313,Walpeup Golf Club
31314,Wentworth Sporting Complex Golf Club Inc
31401,Bandiana Army Golf Club
31403,Beechworth Golf Club
31404,Benalla Golf Club
31405,Bethanga + District Golf Club
31406,Boorhaman Golf Club Inc
31407,Bright Country Golf Club
31408,Chiltern Golf Club
31409,Dederang Golf Club
31410,Golden Vale Golf Club
31411,Jubilee Golf Club
31412,Mansfield Golf Club
31413,Mitta Mitta Golf Club
31414,Mt Beauty Golf Club
31415,Myrtleford Golf Club
31416,Rutherglen Golf Club Inc
31417,St James Golf Club
31418,Tallangatta Golf Club
31419,Tallangatta Valley Golf Club
31420,Tarrawingee Golf Club
31421,Wangaratta Golf Club
31423,Yackandandah Golf Club
31424,Yarrawonga Mulwala Golf Club Resort
31425,Wodonga Golf Club
31501,Balranald Golf Club
31502,Barham Golf Club
31503,Cohuna Golf Club
31504,Kerang Golf Club
31505,Lakeside Golf Club - Lake Boga
31506,Lalbert Golf Club
31508,Murrabit Golf Club
31509,Murray Downs Golf + Country Club
31510,Nyah District Golf Club
31511,Nyah West Golf Club
31512,Pyramid Hill Golf Club
31513,Quambatook Golf Club
31515,Ultima Golf Club
31601,Cardinia Beaconhills Golf Links
31603,Carrington Park Golf Club
31604,Devilbend Golf Club
31605,Carington Park Club at Eagle Ridge
31606,Flinders Golf Club
31607,Cerberus Golf Club
31608,Berwick Montuna Golf Club
31609,Mornington Golf Club
31610,Safety Beach Golf Club
31611,Portsea Golf Club
31612,Rosebud Country Club
31613,The Dunes Golf Club
31614,Sorrento Golf Club
31615,Warburton Golf + Sporting Club
31616,Moonah Links Golf Club
31618,RACV Cape Schanck
31620,Gunnamatta Golf Club
31621,GSM Golf Club
31701,Phillip Island Golf Club Inc.
31702,Foster Golf Club
31703,Korumburra Golf Club
31704,Lang Lang Golf Club
31705,Leongatha Golf Club
31706,Meeniyan Golf Club
31707,Welshpool Golf Club
31708,Wonthaggi Golf Club
31709,Woorayl Golf Club
31710,Aussie Golf Ranch
31801,Balmoral Golf Club
31802,Casterton Golf Club
31803,Coleraine Golf Club
31804,Dartmoor Golf Club
31805,Grampians Golf Club
31806,Hamilton Golf Club
31807,Heywood Golf Club
31808,MacArthur Golf Club
31809,Merino Golf Club
31810,Mooralla Golf Club
31811,ParklandsGolf Club
31813,Portland Golf Club
31814,Willaura Golf Club
31901,Drouin Golf and Country Club
31902,Garfield Golf Club
31903,Mirboo North Golf Club
31904,Moe Golf Club
31905,Morwell Golf Club
31906,Pakenham & District Golf Club
31907,Trafalgar Golf Club
31908,Traralgon Golf Club
31909,Warragul Country Club
31910,Yallourn Golf Club
31911,Churchill + Monash Golf Club
32001,Apsley Golf Club
32002,Aradale Golf Club
32003,Baker Golf Club
32004,Brim Golf Club
32005,Chalambar Golf Club
32006,Dimboola Golf Club
32007,Drung Golf Club
32008,Edenhope Golf Club
32009,Glenorchy Golf Club Inc
32010,Goroke Golf Club
32011,Grange Golf Club
32012,Harrow Golf Club
32013,Hopetoun Golf Club
32014,Horsham Golf Club
32015,Jeparit Golf Club
32016,Kaniva Golf Club
32018,Minyip Golf Club
32019,Moor Park Golf Club
32020,Murtoa Golf Club
32021,Natimuk Golf Club
32022,Nhill Golf Club
32023,Pimpinio Golf Club
32024,Rainbow Golf Club
32025,Rupanyup Golf Club
32026,Serviceton Golf Club
32027,Sheep Hills Golf Club
32028,Stawell Golf Club
32029,Toolondo Golf Club
32030,Wallaloo Golf Club
32031,Warracknabeal Golf Club
32032,Halls Gap Golf Club
32105,Bundoora Park Golf Course - RACV
32106,Camberwell (Freeway) Golf Course
32107,Centenary Park Golf Course
32125,Riverside Golf + Tennis Centre
32130,Tirhatuan Lakes Golf Course -GAA
32134,Tirhatuan Club Access
32136,Mandalay Golf Club
32201,Italian Golf Association Golf Club - Vic
32212,Crest Social Golf Club
32217,Fairway Club Inc
32224,Kalora Park Social Golf Club
32232,North Balwyn Allcomers
32249,Spring Park Golf Course
32250,The Aegean SGC
32252,Vic Taxi Golf Association Inc
32254,Victorian Chemist Social Golf Club
33001,East Bentleigh YWCA Golf Club
33002,Malverndale Golf Club
33003,Malvern Park Ladies Golf Club
33004,Mentone Golf Club
33005,Normanby Park Golf Club
33006,Parkview Golf Club
33007,Timbertop Golf Club
33009,Yarra Bend Ladies Golf Club
33010,Yarrambat Park Ladies Golf Club
33011,Lakeside Ladies Golf Club
33012,Nepean Womens Golf Club
33013,Ivanhoe Ladies Golf Club
33014,Riverview Ladies Golf Club
33015,Wattle Park Ladies Golf Club
33016,Morack Ladies Golf Club
33017,Sandringham Golf Club Associates
33018,Growling Frog Ladies Golf Club
33019,Bundoora Ladies Golf Club
33020,Stud Valley Ladies Golf Club I
33021,Burnley Women's Golf Club Inc
33022,Oakleigh Ladies Golf Club Inc
33023,Elsternwick Park Women's Golf
33024,Royal Park Ladies Golf Club In
33102,Dorset Golf Club - Women
33103,Goose Gully Golf Club
34001,Capital Golf Club
34103,Golden Olive Golf Club
34104,Victorian Vietnamese Golf Association Inc
34106,Sortino Golf Club
34109,Reserve Bank Golf Club
34110,Great Country Australia Golf C
34111,Hookers + Slicers
34112,PPP Social Golf Club
34113,Elsternwick United Football Club
34115,Melbourne Golf Club
34116,Nafrega Social Golf Club
34122,Putters Social Golf Club Inc
34123,Yarra Park Social Golf Club
34125,The Greek Gentlemen's Club
34126,Ale & Flail Golf Club
34127,Clifton Hill Golf Club
34128,Tour Elephants Social Golf Clu
34129,Kayser Social Golf Club
34130,Croatian Golf Club
34131,Kiwi Golf Club Melbourne
34132,Victorian Sikh Association GC
34133,The Social Golf Club
34134,"Hookers, Hackers & Hustlers GC"
34136,Yarra Bend Golf Inc
34137,Ivanhoe Men's Social Golf Club
34138,Cypriot Golf Club
34140,Wikitoria United GC
34141,Goldfields Golf Club Inc
34142,Q Golf Club
34143,Rosebud Park Golf Club
34144,Bar Pris Golf Club
34145,Blue Diamond Golf Club
34146,West Preston LGC
34148,Geelong Golf Club
34149,GCO Golf Club
34150,Golf Club of Keilor Inc
34151,Single Malt Golf Club
34152,Barwon Grove Golf Club
34153,Waterford Villages Golf Club
34154,Ranelagh Club
34155,Yarra Valley Golf Alliance
34156,Bragging Rites Golf Club
34158,Malie Golf Club
34159,Black Bull Golf Club
34160,19th Hole Golf Club
34162,Fuson Golf Club
34163,Serbian GC Geelong
34164,City View Golf Club
34165,Double Eagle GC Inc
40018,Queensland Amputee Golf Association
40101,Ashgrove Golf Club
40102,The Brisbane Golf Club
40103,Gailes Golf Club
40104,Indooroopilly Golf Club
40105,Jindalee Golf Club
40106,Keperra Country Golf Club
40107,McLeod Golf Club
40109,Nudgee Golf Club
40111,Oxley Golf Club
40112,Pacific Golf Club
40113,Redcliffe Golf Club
40114,Royal Queensland Golf Club
40115,Sandgate Golf Club
40117,Virginia Golf Club
40118,Wolston Park Golf Club
40119,Wynnum Golf Club
40120,Bulimba Golf Club
40131,Albany Links
40201,Blackwater Golf Club
40202,Capella Golf Club
40203,Clermont Golf Club
40204,Dysart Golf Club
40205,Emerald Golf Club
40206,Middlemount Golf Club
40207,Moranbah Golf Club
40208,Springsure Golf Club
40209,Tieri Golf Club
40301,Baralaba Golf Club
40302,Biloela Golf Club
40303,Boyne Island Tannum Sands Golf Club
40304,Calliope Golf Club
40305,Capricorn International Resort
40306,Capricorn Country Club
40307,Duaringa Golf Club
40308,Emu Park Golf Club
40309,Gladstone Golf Club
40310,Gracemere Lake Golf Club
40311,Miriam Vale Golf Club
40312,Moura and District Golf Club
40313,Mt Morgan Golf Club
40314,Rockhampton Golf Club
40315,Theodore Golf Club
40316,Wowan Golf Club
40317,Yeppoon Golf Club
40318,1770 Golf Club
40401,Alpha Golf Club
40402,Barcaldine Golf Club
40403,Blackall Golf Club
40404,Ilfracombe Golf Club
40405,Isisford Golf Club
40406,Longreach Golf Club
40407,Muttaburra Golf Club
40408,Tambo Golf Club
40501,Bell and District Golf Club
40502,Borneo Barracks Golf Club
40503,Cecil Plains Golf Club
40504,City Golf Club
40505,Clifton Golf Club
40506,Crows Nest Golf Club
40507,Dalby Golf Club
40508,Gatton Jubilee Golf Club
